route_id,source_area,museum_name,museum_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
61,Gajuwaka,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,999,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,18.4,55 min,Rs.31,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 999 from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
62,Kommadi,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,222,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,13.8,41 min,Rs.24,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 222 from Kommadi bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
63,Madhurawada,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,222C,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,11.8,35 min,Rs.22,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 222C from Madhurawada bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
64,PM Palem,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,300,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,17.9,54 min,Rs.30,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 300 from PM Palem bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
65,MVP Colony,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,99C,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,9.6,29 min,Rs.18,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 99C from MVP Colony bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
66,Siripuram,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,99S,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,7.3,22 min,Rs.15,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 99S from Siripuram bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
67,Dwaraka Nagar,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,5C,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,5.8,17 min,Rs.13,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 5C from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
68,Maddilapalem,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,99,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,8.4,25 min,Rs.17,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 99 from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
69,NAD Junction,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,14,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,4.5,14 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 14 from NAD Junction bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
70,Seethammadhara,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,14A,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,6.5,20 min,Rs.14,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 14A from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
71,Jagadamba,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,28,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,6.1,18 min,Rs.14,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 28 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
72,Asilmetta,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,5,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,4.5,14 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 5 from Asilmetta bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
73,Railway Station,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,5,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.0,15 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 5 from Railway Station bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
74,RTC Complex,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,5,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.3,16 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 5 from RTC Complex bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
75,Airport,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,999,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,23.9,1h 12min,Rs.38,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 999 from Airport bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
76,Pendurthi,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,58C,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,18.3,55 min,Rs.31,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 58C from Pendurthi bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
77,Gopalapatnam,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,58A,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,16.0,48 min,Rs.27,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 58A from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
78,Kurmannapalem,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,59,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,17.0,51 min,Rs.29,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 59 from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
79,Auto Nagar,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,999,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,18.2,55 min,Rs.30,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 999 from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
80,Steel Plant,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,999,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,23.8,1h 11min,Rs.38,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 999 from Steel Plant bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
81,Scindia,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,28SC,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,15.9,48 min,Rs.27,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 28SC from Scindia bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
82,One Town,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,99OT,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,4.2,13 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 99OT from One Town bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
83,Poorna Market,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,28,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,3.1,9 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 28 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
84,RK Beach,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,400,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,1.1,3 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 400 from RK Beach bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
85,Rushikonda,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,52,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,2.4,7 min,Rs.12,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 52 from Rushikonda bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
86,Lawson's Bay,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,52A,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,1.0,3 min,Rs.12,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 52A from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
87,Hanumanthuwaka,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,222H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,11.4,34 min,Rs.21,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 222H from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
88,Arilova,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,222,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,17.3,52 min,Rs.29,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 222 from Arilova bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
89,Beach Road,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,28BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.1,3 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 28BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
90,Kailasagiri,VMRDA Visakha Aircraft Museum,Beach Road,YMCA Junction / Beach Road,52K,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.1,6 min,Rs.12,5:30 AM,10:30 PM,10,0.3,Yes - Beach Road well-connected by APSRTC,Board APSRTC bus 52K from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at YMCA Junction / Beach Road for VMRDA Visakha Aircraft Museum. Beach Road area.
91,Gajuwaka,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,999,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,23.2,1h 10min,Rs.37,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 999 from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
92,Kommadi,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,222A,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,16.0,48 min,Rs.27,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 222A from Kommadi bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
93,Madhurawada,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,222,City Ordinary,Madhurawada → Arilova → Hanumanthuwaka → MVP Colony → Jagadamba → RK Beach,10.1,30 min,Rs.19,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 222 from Madhurawada bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
94,PM Palem,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,222G,City Ordinary,PM Palem → Kommadi → Madhurawada → Arilova → MVP Colony → RK Beach,11.5,34 min,Rs.21,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 222G from PM Palem bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
95,MVP Colony,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,99A,City Ordinary,MVP Colony → Maddilapalem → Seethammadhara → Jagadamba → Siripuram → RK Beach,7.4,22 min,Rs.15,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 99A from MVP Colony bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
96,Siripuram,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28S,City Ordinary,Siripuram → Jagadamba → CMR Circle → RK Beach,3.9,12 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28S from Siripuram bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
97,Dwaraka Nagar,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,5,City Ordinary,Dwaraka Nagar → Jagadamba → CMR Circle → Siripuram → RK Beach,7.8,23 min,Rs.16,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 5 from Dwaraka Nagar bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
98,Maddilapalem,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,14,City Ordinary,Maddilapalem → NAD Junction → Seethammadhara → Jagadamba → CMR Circle → RK Beach,8.1,24 min,Rs.16,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 14 from Maddilapalem bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
99,NAD Junction,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,14,City Ordinary,NAD Junction → Seethammadhara → Maddilapalem → Jagadamba → RK Beach,9.0,27 min,Rs.18,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 14 from NAD Junction bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
100,Seethammadhara,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,99S,City Ordinary,Seethammadhara → Maddilapalem → Jagadamba → Siripuram → CMR Circle → RK Beach,4.5,14 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 99S from Seethammadhara bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
101,Jagadamba,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,99,City Ordinary,Jagadamba → CMR Circle → Siripuram → Beach Road → RK Beach,4.9,15 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 99 from Jagadamba bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
102,Asilmetta,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,5A,City Ordinary,Asilmetta → Siripuram → CMR Circle → Beach Road → RK Beach,4.2,13 min,Rs.12,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 5A from Asilmetta bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
103,Railway Station,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28,City Ordinary,Railway Station → RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,6.9,21 min,Rs.15,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28 from Railway Station bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
104,RTC Complex,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28,City Ordinary,RTC Complex → Jagadamba → Siripuram → Beach Road → RK Beach,5.2,16 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28 from RTC Complex bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
105,Airport,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,AIRPORT 400,City Ordinary,Airport → Gajuwaka → Steel Plant → NAD Junction → Jagadamba → RK Beach,22.1,1h 6min,Rs.36,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus AIRPORT 400 from Airport bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
106,Pendurthi,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,58C,City Ordinary,Pendurthi → Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → RK Beach,21.1,1h 3min,Rs.35,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 58C from Pendurthi bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
107,Gopalapatnam,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,58,City Ordinary,Gopalapatnam → Kurmannapalem → NAD Junction → Jagadamba → Siripuram → RK Beach,24.2,1h 13min,Rs.39,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 58 from Gopalapatnam bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
108,Kurmannapalem,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,58,City Ordinary,Kurmannapalem → NAD Junction → Seethammadhara → Jagadamba → Siripuram → RK Beach,24.1,1h 12min,Rs.39,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 58 from Kurmannapalem bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
109,Auto Nagar,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28,City Ordinary,Auto Nagar → Steel Plant → NAD Junction → Seethammadhara → Jagadamba → RK Beach,20.2,1h 1min,Rs.33,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28 from Auto Nagar bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
110,Steel Plant,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28A,City Ordinary,Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,23.6,1h 11min,Rs.38,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28A from Steel Plant bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
111,Scindia,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28S,City Ordinary,Scindia → Old Harbour → One Town → Poorna Market → Jagadamba → RK Beach,18.1,54 min,Rs.30,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28S from Scindia bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
112,One Town,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,99OT,City Ordinary,One Town → Poorna Market → Jagadamba → Siripuram → Beach Road → RK Beach,3.2,10 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 99OT from One Town bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
113,Poorna Market,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,5,City Ordinary,Poorna Market → Jagadamba → Siripuram → CMR Circle → Beach Road → RK Beach,4.5,14 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 5 from Poorna Market bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
114,RK Beach,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,28,City Ordinary,RK Beach → Siripuram → CMR Circle → Beach Road → YMCA Junction,2.9,9 min,Rs.12,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 28 from RK Beach bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
115,Rushikonda,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,RSH1,City Ordinary,Rushikonda Beach → Lawson's Bay → Waltair → Beach Road → RK Beach,1.6,5 min,Rs.12,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus RSH1 from Rushikonda bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
116,Lawson's Bay,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,52,City Ordinary,Lawson's Bay → Waltair → CMR Circle → Siripuram → Beach Road → RK Beach,1.9,6 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 52 from Lawson's Bay bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
117,Hanumanthuwaka,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,300H,City Ordinary,Hanumanthuwaka → Arilova → MVP Colony → Maddilapalem → Jagadamba → RK Beach,12.2,37 min,Rs.22,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 300H from Hanumanthuwaka bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
118,Arilova,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,222,City Ordinary,Arilova → Hanumanthuwaka → MVP Colony → Maddilapalem → Jagadamba → RK Beach,11.9,36 min,Rs.22,5:30 AM,10:30 PM,20,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 222 from Arilova bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
119,Beach Road,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,5BR,City Ordinary,Beach Road → YMCA Junction → Siripuram → CMR Circle → RK Beach,1.7,5 min,Rs.12,5:30 AM,10:30 PM,15,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 5BR from Beach Road bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
120,Kailasagiri,Sea Harrier Museum,Beach Road,Naval Science College Stop / Beach Road,52,City Ordinary,Kailasagiri → Lawson's Bay → Waltair → Beach Road → RK Beach,2.6,8 min,Rs.12,5:30 AM,10:30 PM,10,0.2,Yes - Beach Road routes frequent,Board APSRTC bus 52 from Kailasagiri bus stop towards RK Beach/Beach Road. Alight at Naval Science College Stop / Beach Road for Sea Harrier Museum. Beach Road area.
121,Gajuwaka,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,999,City Ordinary,Gajuwaka → Steel Plant → Auto Nagar → NAD Junction → Jagadamba → Siripuram → RK Beach,20.0,1h 0min,Rs.33,5:30 AM,10:30 PM,15,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 999 from Gajuwaka bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
122,Kommadi,UH-3H Helicopter Museum,Beach Road,INS Circars Gate / Beach Road,222D,City Ordinary,Kommadi → Madhurawada → Arilova → MVP Colony → Jagadamba → RK Beach,15.7,47 min,Rs.27,5:30 AM,10:30 PM,20,0.3,Yes - Beach Road routes frequent,Board APSRTC bus 222D from Kommadi bus stop towards RK Beach/Beach Road. Alight at INS Circars Gate / Beach Road for UH-3H Helicopter Museum. Beach Road area.
