trip_id,source_area,theater_name,theater_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,peak_time,off_peak_time,nearest_landmarks,description
TR00990,Dwaraka Nagar,Rama Theatre Gajuwaka,Gajuwaka,12.8,30-40 mins,Rs.127-157,Rs.183-223,Rs.252-312,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Dwaraka Nagar to Rama Theatre Gajuwaka in Gajuwaka. Distance approx 12.8 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00991,Dwaraka Nagar,Nataraj Theatre Seethammadhara,Seethammadhara,3.0,7-17 mins,Rs.49-79,Rs.66-106,Rs.105-165,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Dwaraka Nagar to Nataraj Theatre Seethammadhara in Seethammadhara. Distance approx 3.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00992,Dwaraka Nagar,Anand Theatre Seethammadhara,Seethammadhara,3.0,7-17 mins,Rs.49-79,Rs.66-106,Rs.105-165,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Dwaraka Nagar to Anand Theatre Seethammadhara in Seethammadhara. Distance approx 3.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR00993,Dwaraka Nagar,Sri Rama Theatre Akkayyapalem,Akkayyapalem,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Dwaraka Nagar to Sri Rama Theatre Akkayyapalem in Akkayyapalem. Distance approx 3.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00994,Dwaraka Nagar,Vijaya Theatre Akkayyapalem,Akkayyapalem,3.6,8-18 mins,Rs.53-83,Rs.73-113,Rs.114-174,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Akkayyapalem Junction, MVP Colony Road",Travel from Dwaraka Nagar to Vijaya Theatre Akkayyapalem in Akkayyapalem. Distance approx 3.6 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00995,Dwaraka Nagar,Sri Balaji Theatre Railway New Colony,Railway New Colony,0.9,5-15 mins,Rs.32-62,Rs.40-80,Rs.73-133,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Railway New Colony Main Road, Visakhapatnam",Travel from Dwaraka Nagar to Sri Balaji Theatre Railway New Colony in Railway New Colony. Distance approx 0.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00996,Dwaraka Nagar,Surya Theatre Old Town,Old Town,2.0,5-15 mins,Rs.41-71,Rs.54-94,Rs.90-150,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Dwaraka Nagar to Surya Theatre Old Town in Old Town. Distance approx 2.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00997,Dwaraka Nagar,Satyam Theatre Old Town,Old Town,2.0,5-15 mins,Rs.41-71,Rs.54-94,Rs.90-150,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"One Town, Poorna Market, Old Gajapathi Road",Travel from Dwaraka Nagar to Satyam Theatre Old Town in Old Town. Distance approx 2.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00998,Dwaraka Nagar,Sri Devi Theatre Poorna Market,Poorna Market,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Poorna Market, Old Town Signal",Travel from Dwaraka Nagar to Sri Devi Theatre Poorna Market in Poorna Market. Distance approx 2.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR00999,Dwaraka Nagar,Navarang Theatre Poorna Market,Poorna Market,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Poorna Market, Old Town Signal",Travel from Dwaraka Nagar to Navarang Theatre Poorna Market in Poorna Market. Distance approx 2.1 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01000,Dwaraka Nagar,RK Beach Cinemas,Beach Road,5.6,13-23 mins,Rs.69-99,Rs.97-137,Rs.144-204,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Dwaraka Nagar to RK Beach Cinemas in Beach Road. Distance approx 5.6 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01001,Dwaraka Nagar,Waltair Club Cinema Hall,Waltair Uplands,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Waltair Uplands Main Road, Visakhapatnam",Travel from Dwaraka Nagar to Waltair Club Cinema Hall in Waltair Uplands. Distance approx 5.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01002,Dwaraka Nagar,Sri Venkateswara Theatre Maddilapalem,Maddilapalem,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Dwaraka Nagar to Sri Venkateswara Theatre Maddilapalem in Maddilapalem. Distance approx 5.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01003,Dwaraka Nagar,Sarada Theatre Maddilapalem,Maddilapalem,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Dwaraka Nagar to Sarada Theatre Maddilapalem in Maddilapalem. Distance approx 5.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01004,Dwaraka Nagar,Lata Theatre Urvasi,Urvasi,1.3,5-15 mins,Rs.35-65,Rs.45-85,Rs.79-139,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Urvasi Main Road, Visakhapatnam",Travel from Dwaraka Nagar to Lata Theatre Urvasi in Urvasi. Distance approx 1.3 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01005,Dwaraka Nagar,Sirimane Theatre,Bowdara Road,0.8,5-15 mins,Rs.31-61,Rs.39-79,Rs.72-132,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bowdara Road Main Road, Visakhapatnam",Travel from Dwaraka Nagar to Sirimane Theatre in Bowdara Road. Distance approx 0.8 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01006,Dwaraka Nagar,Sri Sai Ram Theatre Pendurthi,Pendurthi,20.2,48-58 mins,Rs.186-216,Rs.272-312,Rs.363-423,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Pendurthi Market, Pendurthi Circle",Travel from Dwaraka Nagar to Sri Sai Ram Theatre Pendurthi in Pendurthi. Distance approx 20.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01007,Dwaraka Nagar,Bhavani Talkies Bheemunipatnam,Bheemunipatnam,32.2,77-87 mins,Rs.282-312,Rs.416-456,Rs.543-603,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Bheemunipatnam Main Road, Visakhapatnam",Travel from Dwaraka Nagar to Bhavani Talkies Bheemunipatnam in Bheemunipatnam. Distance approx 32.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01008,Dwaraka Nagar,Varaha Theatre Simhachalam,Simhachalam,9.9,23-33 mins,Rs.104-134,Rs.148-188,Rs.208-268,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Simhachalam Temple, Simhachalam Bus Stop",Travel from Dwaraka Nagar to Varaha Theatre Simhachalam in Simhachalam. Distance approx 9.9 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01009,Maddilapalem,INOX CMR Central Maddilapalem,Maddilapalem,0.0,5-15 mins,Rs.25-55,Rs.30-70,Rs.60-120,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Maddilapalem to INOX CMR Central Maddilapalem in Maddilapalem. Distance approx 0.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01010,Maddilapalem,INOX Varun Beach,Varun Beach,4.2,10-20 mins,Rs.58-88,Rs.80-120,Rs.123-183,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Varun Beach, RK Beach, YMCA Beach",Travel from Maddilapalem to INOX Varun Beach in Varun Beach. Distance approx 4.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01011,Maddilapalem,Cinepolis Visakhapatnam,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Cinepolis Visakhapatnam in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01012,Maddilapalem,PVR Theatre Vizag,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to PVR Theatre Vizag in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01013,Maddilapalem,Mirage Cinemas,MVP Colony,4.2,10-20 mins,Rs.58-88,Rs.80-120,Rs.123-183,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Maddilapalem to Mirage Cinemas in MVP Colony. Distance approx 4.2 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01014,Maddilapalem,Melody Theatre,Jagadamba Junction,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Maddilapalem to Melody Theatre in Jagadamba Junction. Distance approx 6.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01015,Maddilapalem,Sangam Sarat Theatre,Jagadamba Junction,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Maddilapalem to Sangam Sarat Theatre in Jagadamba Junction. Distance approx 6.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01016,Maddilapalem,Jagadamba Theatre,Jagadamba Junction,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Maddilapalem to Jagadamba Theatre in Jagadamba Junction. Distance approx 6.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01017,Maddilapalem,Leela Mahal,Suryabagh,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Suryabagh Signal, Dwaraka Nagar Junction",Travel from Maddilapalem to Leela Mahal in Suryabagh. Distance approx 5.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01018,Maddilapalem,Chitralaya Theatre,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Chitralaya Theatre in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01019,Maddilapalem,Sri Kanya Theatre,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Sri Kanya Theatre in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01020,Maddilapalem,Kinnera Theatre,Seethammadhara,2.1,5-15 mins,Rs.41-71,Rs.55-95,Rs.91-151,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Seethammadhara Signal, Kinnera Junction",Travel from Maddilapalem to Kinnera Theatre in Seethammadhara. Distance approx 2.1 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01021,Maddilapalem,Urvasi Theatre,Jagadamba Junction,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Jagadamba Centre, Melody Theatre Road, City Bus Stand",Travel from Maddilapalem to Urvasi Theatre in Jagadamba Junction. Distance approx 6.2 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01022,Maddilapalem,Sukanya Theatre,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Sukanya Theatre in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01023,Maddilapalem,Sarada Theatre,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Sarada Theatre in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01024,Maddilapalem,Poorna Theatre,Visakhapatnam City,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Maddilapalem to Poorna Theatre in Visakhapatnam City. Distance approx 6.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01025,Maddilapalem,V Max Theatre,Siripuram,4.0,9-19 mins,Rs.57-87,Rs.78-118,Rs.120-180,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Fun Republic Mall, Siripuram Junction",Travel from Maddilapalem to V Max Theatre in Siripuram. Distance approx 4.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01026,Maddilapalem,Lakshmikanth Theatre,RTC Complex,5.8,13-23 mins,Rs.71-101,Rs.99-139,Rs.147-207,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Maddilapalem to Lakshmikanth Theatre in RTC Complex. Distance approx 5.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01027,Maddilapalem,Mohini Theatre,Dondaparthy,3.5,8-18 mins,Rs.53-83,Rs.72-112,Rs.112-172,Low,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Dondaparthy Main Road, Visakhapatnam",Travel from Maddilapalem to Mohini Theatre in Dondaparthy. Distance approx 3.5 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01028,Maddilapalem,Sri Venkateswara Theatre,NAD Junction,11.0,26-36 mins,Rs.113-143,Rs.162-202,Rs.225-285,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Maddilapalem to Sri Venkateswara Theatre in NAD Junction. Distance approx 11.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01029,Maddilapalem,Ramadevi Theatre,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Ramadevi Theatre in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01030,Maddilapalem,Durga Theatre,Visakhapatnam City,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Maddilapalem to Durga Theatre in Visakhapatnam City. Distance approx 6.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01031,Maddilapalem,Srinivasa Theatre,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Srinivasa Theatre in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01032,Maddilapalem,Raja Theatre,Maddilapalem,0.0,5-15 mins,Rs.25-55,Rs.30-70,Rs.60-120,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Maddilapalem to Raja Theatre in Maddilapalem. Distance approx 0.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01033,Maddilapalem,Alankar Theatre,Visakhapatnam City,6.2,14-24 mins,Rs.74-104,Rs.104-144,Rs.153-213,Low,Auto,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex, Poorna Market, One Town",Travel from Maddilapalem to Alankar Theatre in Visakhapatnam City. Distance approx 6.2 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01034,Maddilapalem,Swapna Theatre,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Swapna Theatre in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01035,Maddilapalem,Beach Road Cinemas,Beach Road,4.8,11-21 mins,Rs.63-93,Rs.87-127,Rs.132-192,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Maddilapalem to Beach Road Cinemas in Beach Road. Distance approx 4.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01036,Maddilapalem,NAD Cineplex,NAD Junction,11.0,26-36 mins,Rs.113-143,Rs.162-202,Rs.225-285,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Maddilapalem to NAD Cineplex in NAD Junction. Distance approx 11.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01037,Maddilapalem,MVP Talkies,MVP Colony,4.2,10-20 mins,Rs.58-88,Rs.80-120,Rs.123-183,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Maddilapalem to MVP Talkies in MVP Colony. Distance approx 4.2 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01038,Maddilapalem,Dwaraka Talkies,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Dwaraka Talkies in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01039,Maddilapalem,Maddilapalem Cinemas,Maddilapalem,0.0,5-15 mins,Rs.25-55,Rs.30-70,Rs.60-120,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Maddilapalem to Maddilapalem Cinemas in Maddilapalem. Distance approx 0.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01040,Maddilapalem,RTC Complex Cinema Hall,RTC Complex,5.8,13-23 mins,Rs.71-101,Rs.99-139,Rs.147-207,High,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"RTC Complex Bus Stand, Railway Station Flyover",Travel from Maddilapalem to RTC Complex Cinema Hall in RTC Complex. Distance approx 5.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01041,Maddilapalem,Gajuwaka Talkies,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Gajuwaka Talkies in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01042,Maddilapalem,Sri Balaji Theatre Gajuwaka,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Sri Balaji Theatre Gajuwaka in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01043,Maddilapalem,Bhavani Theatre Gajuwaka,Gajuwaka,17.5,42-52 mins,Rs.165-195,Rs.240-280,Rs.322-382,Moderate,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"Gajuwaka Bus Stand, Steel Plant Gate",Travel from Maddilapalem to Bhavani Theatre Gajuwaka in Gajuwaka. Distance approx 17.5 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01044,Maddilapalem,Sudarshan Theatre NAD,NAD Junction,11.0,26-36 mins,Rs.113-143,Rs.162-202,Rs.225-285,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Maddilapalem to Sudarshan Theatre NAD in NAD Junction. Distance approx 11.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01045,Maddilapalem,Sri Rama Theatre NAD,NAD Junction,11.0,26-36 mins,Rs.113-143,Rs.162-202,Rs.225-285,Low,Cab,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"NAD Junction Signal, NAD Post Office",Travel from Maddilapalem to Sri Rama Theatre NAD in NAD Junction. Distance approx 11.0 km via city roads. Traffic is typically Low on this route. Rapido bike is fastest during peak movie hours.
TR01046,Maddilapalem,Surya Cinema Beach Road,Beach Road,4.8,11-21 mins,Rs.63-93,Rs.87-127,Rs.132-192,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Maddilapalem to Surya Cinema Beach Road in Beach Road. Distance approx 4.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01047,Maddilapalem,Sagar Theatre Beach Road,Beach Road,4.8,11-21 mins,Rs.63-93,Rs.87-127,Rs.132-192,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"Beach Road, Kailasagiri Ropeway, RK Beach",Travel from Maddilapalem to Sagar Theatre Beach Road in Beach Road. Distance approx 4.8 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01048,Maddilapalem,Santhi Theatre Dwaraka Nagar,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Santhi Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01049,Maddilapalem,Vijaya Theatre Dwaraka Nagar,Dwaraka Nagar,5.0,12-22 mins,Rs.65-95,Rs.90-130,Rs.135-195,High,Rapido Bike,6:00 PM - 10:00 PM (Movie rush),10:00 AM - 1:00 PM,"CMR Mall, Dwaraka Nagar Signal, PVR Complex",Travel from Maddilapalem to Vijaya Theatre Dwaraka Nagar in Dwaraka Nagar. Distance approx 5.0 km via city roads. Traffic is typically High on this route. Rapido bike is fastest during peak movie hours.
TR01050,Maddilapalem,Lakshmi Theatre MVP Colony,MVP Colony,4.2,10-20 mins,Rs.58-88,Rs.80-120,Rs.123-183,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Maddilapalem to Lakshmi Theatre MVP Colony in MVP Colony. Distance approx 4.2 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01051,Maddilapalem,Roja Theatre MVP Colony,MVP Colony,4.2,10-20 mins,Rs.58-88,Rs.80-120,Rs.123-183,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"MVP Market, VMRDA Park, MVP Water Tank",Travel from Maddilapalem to Roja Theatre MVP Colony in MVP Colony. Distance approx 4.2 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
TR01052,Maddilapalem,Ganga Theatre Maddilapalem,Maddilapalem,0.0,5-15 mins,Rs.25-55,Rs.30-70,Rs.60-120,Moderate,Rapido Bike,6:00 PM - 9:30 PM,10:00 AM - 1:00 PM,"CMR Central Mall, Maddilapalem Market",Travel from Maddilapalem to Ganga Theatre Maddilapalem in Maddilapalem. Distance approx 0.0 km via city roads. Traffic is typically Moderate on this route. Rapido bike is fastest during peak movie hours.
