trip_id,source_area,pub_name,pub_area,distance_km,estimated_duration,rapido_bike_price,auto_price,cab_price,traffic_level,best_transport_option,late_night_availability,peak_time,off_peak_time,nearest_landmarks,description
TRP00458,Maddilapalem,Vamsi Restaurant & Bar,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Maddilapalem to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00459,NAD Junction,Vamsi Restaurant & Bar,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from NAD Junction to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00460,Seethammadhara,Vamsi Restaurant & Bar,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Seethammadhara to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00461,Jagadamba,Vamsi Restaurant & Bar,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Jagadamba to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00462,Asilmetta,Vamsi Restaurant & Bar,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Asilmetta to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00463,Railway Station,Vamsi Restaurant & Bar,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Railway Station to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00464,RTC Complex,Vamsi Restaurant & Bar,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RTC Complex to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00465,Airport,Vamsi Restaurant & Bar,Siripuram,20,45 mins,₹185,₹270,₹420,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Airport to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00466,Pendurthi,Vamsi Restaurant & Bar,Siripuram,22,50 mins,₹200,₹295,₹460,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Pendurthi to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00467,Gopalapatnam,Vamsi Restaurant & Bar,Siripuram,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gopalapatnam to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00468,Kurmannapalem,Vamsi Restaurant & Bar,Siripuram,10,24 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kurmannapalem to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00469,Auto Nagar,Vamsi Restaurant & Bar,Siripuram,12,28 mins,₹120,₹175,₹280,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Auto Nagar to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00470,Steel Plant,Vamsi Restaurant & Bar,Siripuram,16,38 mins,₹155,₹220,₹350,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Steel Plant to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00471,Scindia,Vamsi Restaurant & Bar,Siripuram,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Scindia to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00472,One Town,Vamsi Restaurant & Bar,Siripuram,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from One Town to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00473,Poorna Market,Vamsi Restaurant & Bar,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Poorna Market to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00474,RK Beach,Vamsi Restaurant & Bar,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RK Beach to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00475,Rushikonda,Vamsi Restaurant & Bar,Siripuram,15,35 mins,₹145,₹210,₹330,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Rushikonda to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00476,Lawson's Bay,Vamsi Restaurant & Bar,Siripuram,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Lawson's Bay to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00477,Hanumanthuwaka,Vamsi Restaurant & Bar,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Hanumanthuwaka to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00478,Arilova,Vamsi Restaurant & Bar,Siripuram,9,22 mins,₹95,₹140,₹220,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Arilova to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00479,Beach Road,Vamsi Restaurant & Bar,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Beach Road to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00480,Kailasagiri,Vamsi Restaurant & Bar,Siripuram,6,16 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kailasagiri to Vamsi Restaurant & Bar located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00481,Gajuwaka,Nellore Vari Mess- Hotel Chandras,Siripuram,14,35 mins,₹135,₹200,₹310,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gajuwaka to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00482,Kommadi,Nellore Vari Mess- Hotel Chandras,Siripuram,18,40 mins,₹170,₹245,₹380,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kommadi to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00483,Madhurawada,Nellore Vari Mess- Hotel Chandras,Siripuram,16,38 mins,₹155,₹220,₹350,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Madhurawada to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00484,PM Palem,Nellore Vari Mess- Hotel Chandras,Siripuram,17,38 mins,₹160,₹235,₹370,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from PM Palem to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00485,MVP Colony,Nellore Vari Mess- Hotel Chandras,Siripuram,10,22 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from MVP Colony to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00486,Siripuram,Nellore Vari Mess- Hotel Chandras,Siripuram,1,5 mins,₹35,₹50,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Siripuram to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00487,Dwaraka Nagar,Nellore Vari Mess- Hotel Chandras,Siripuram,2,8 mins,₹40,₹55,₹100,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Dwaraka Nagar to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00488,Maddilapalem,Nellore Vari Mess- Hotel Chandras,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Maddilapalem to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00489,NAD Junction,Nellore Vari Mess- Hotel Chandras,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from NAD Junction to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00490,Seethammadhara,Nellore Vari Mess- Hotel Chandras,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Seethammadhara to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00491,Jagadamba,Nellore Vari Mess- Hotel Chandras,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Jagadamba to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00492,Asilmetta,Nellore Vari Mess- Hotel Chandras,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Asilmetta to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00493,Railway Station,Nellore Vari Mess- Hotel Chandras,Siripuram,5,15 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Railway Station to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00494,RTC Complex,Nellore Vari Mess- Hotel Chandras,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RTC Complex to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00495,Airport,Nellore Vari Mess- Hotel Chandras,Siripuram,20,45 mins,₹185,₹270,₹420,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Airport to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00496,Pendurthi,Nellore Vari Mess- Hotel Chandras,Siripuram,22,50 mins,₹200,₹295,₹460,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Pendurthi to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00497,Gopalapatnam,Nellore Vari Mess- Hotel Chandras,Siripuram,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Gopalapatnam to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00498,Kurmannapalem,Nellore Vari Mess- Hotel Chandras,Siripuram,10,24 mins,₹105,₹150,₹240,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kurmannapalem to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00499,Auto Nagar,Nellore Vari Mess- Hotel Chandras,Siripuram,12,28 mins,₹120,₹175,₹280,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Auto Nagar to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00500,Steel Plant,Nellore Vari Mess- Hotel Chandras,Siripuram,16,38 mins,₹155,₹220,₹350,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Steel Plant to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Cab."
TRP00501,Scindia,Nellore Vari Mess- Hotel Chandras,Siripuram,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Scindia to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00502,One Town,Nellore Vari Mess- Hotel Chandras,Siripuram,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from One Town to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00503,Poorna Market,Nellore Vari Mess- Hotel Chandras,Siripuram,5,14 mins,₹65,₹90,₹150,Moderate,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Poorna Market to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00504,RK Beach,Nellore Vari Mess- Hotel Chandras,Siripuram,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from RK Beach to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00505,Rushikonda,Nellore Vari Mess- Hotel Chandras,Siripuram,15,35 mins,₹145,₹210,₹330,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Rushikonda to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00506,Lawson's Bay,Nellore Vari Mess- Hotel Chandras,Siripuram,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Lawson's Bay to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00507,Hanumanthuwaka,Nellore Vari Mess- Hotel Chandras,Siripuram,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Hanumanthuwaka to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00508,Arilova,Nellore Vari Mess- Hotel Chandras,Siripuram,9,22 mins,₹95,₹140,₹220,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Arilova to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Auto."
TRP00509,Beach Road,Nellore Vari Mess- Hotel Chandras,Siripuram,3,10 mins,₹50,₹65,₹110,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Beach Road to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00510,Kailasagiri,Nellore Vari Mess- Hotel Chandras,Siripuram,6,16 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,Visakhapatnam City Centre,"Travel from Kailasagiri to Nellore Vari Mess- Hotel Chandras located at Siripuram, Visakhapatnam. Best reached via Rapido Bike."
TRP00511,Gajuwaka,Tap The Sports Bar,RK Beach,18,45 mins,₹170,₹245,₹380,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Gajuwaka to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Cab."
TRP00512,Kommadi,Tap The Sports Bar,RK Beach,14,32 mins,₹135,₹200,₹310,Low,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Kommadi to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00513,Madhurawada,Tap The Sports Bar,RK Beach,12,28 mins,₹120,₹175,₹280,Low,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Madhurawada to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00514,PM Palem,Tap The Sports Bar,RK Beach,13,30 mins,₹130,₹185,₹290,Low,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from PM Palem to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00515,MVP Colony,Tap The Sports Bar,RK Beach,7,18 mins,₹80,₹115,₹190,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from MVP Colony to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00516,Siripuram,Tap The Sports Bar,RK Beach,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Siripuram to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00517,Dwaraka Nagar,Tap The Sports Bar,RK Beach,5,14 mins,₹65,₹90,₹150,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Dwaraka Nagar to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00518,Maddilapalem,Tap The Sports Bar,RK Beach,8,20 mins,₹90,₹125,₹200,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Maddilapalem to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00519,NAD Junction,Tap The Sports Bar,RK Beach,11,28 mins,₹115,₹160,₹260,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from NAD Junction to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00520,Seethammadhara,Tap The Sports Bar,RK Beach,6,15 mins,₹75,₹100,₹170,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Seethammadhara to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00521,Jagadamba,Tap The Sports Bar,RK Beach,4,12 mins,₹55,₹80,₹130,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Jagadamba to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00522,Asilmetta,Tap The Sports Bar,RK Beach,5,14 mins,₹65,₹90,₹150,Low,Rapido Bike,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Asilmetta to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Rapido Bike."
TRP00523,Railway Station,Tap The Sports Bar,RK Beach,6,18 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Railway Station to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00524,RTC Complex,Tap The Sports Bar,RK Beach,6,16 mins,₹75,₹100,₹170,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from RTC Complex to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00525,Airport,Tap The Sports Bar,RK Beach,18,40 mins,₹170,₹245,₹380,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Airport to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Cab."
TRP00526,Pendurthi,Tap The Sports Bar,RK Beach,24,55 mins,₹215,₹320,₹490,Moderate,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Pendurthi to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Cab."
TRP00527,Gopalapatnam,Tap The Sports Bar,RK Beach,14,32 mins,₹135,₹200,₹310,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Gopalapatnam to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00528,Kurmannapalem,Tap The Sports Bar,RK Beach,12,28 mins,₹120,₹175,₹280,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Kurmannapalem to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00529,Auto Nagar,Tap The Sports Bar,RK Beach,15,35 mins,₹145,₹210,₹330,High,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Auto Nagar to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00530,Steel Plant,Tap The Sports Bar,RK Beach,19,45 mins,₹175,₹260,₹400,High,Cab,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Steel Plant to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Cab."
TRP00531,Scindia,Tap The Sports Bar,RK Beach,8,20 mins,₹90,₹125,₹200,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from Scindia to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
TRP00532,One Town,Tap The Sports Bar,RK Beach,7,18 mins,₹80,₹115,₹190,Moderate,Auto,Rapido Bike & Cab available till 2 AM; Auto limited after midnight,7 PM - 10 PM,2 PM - 5 PM,"Beach Road, Varun Beach, RK Beach","Travel from One Town to Tap The Sports Bar located at RK Beach, Visakhapatnam. Best reached via Auto."
