S.No,From (Locality),Zone,Locality Distance from City Centre (km),To (Beach),Beach Alias,Approx Distance (km),Rapido Bike – Base Fare (₹),Rapido Bike – Per km (₹),Rapido Bike – Day Fare (₹),Rapido Bike – Night Fare (₹),Rapido Bike – Est. Travel Time,Rapido Auto – Base Fare (₹),Rapido Auto – Per km (₹),Rapido Auto – Day Fare (₹),Rapido Auto – Night Fare (₹),Rapido Auto – Est. Travel Time,Rapido Cab – Base Fare (₹),Rapido Cab – Per km (₹),Rapido Cab – Day Fare (₹),Rapido Cab – Night Fare (₹),Rapido Cab – Est. Travel Time,Cheapest Option,Day Fare Summary (Bike/Auto/Cab),Rapido App,From Locality Latitude,From Locality Longitude,Beach Latitude,Beach Longitude,Beach Distance from City (km)
110,Dwaraka Nagar,Central,2,Pudimadaka Beach,,68.9,20,3,227,340,4h 1min,25,12,852,1065,4h 36min,50,14,1015,1269,3h 27min,Rapido Bike,₹227 / ₹852 / ₹1015,https://rapido.bike,17.726,83.32,17.923,83.478,32
111,Dwaraka Nagar,Central,2,Divis Beach,Divis Coastal Area,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.726,83.32,17.869,83.448,22
112,Dwaraka Nagar,Central,2,Kapuluppada Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.726,83.32,17.861,83.441,21
113,Jagadamba Centre,Central,1,Ramakrishna Beach,RK Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.72,83.31,17.7231,83.3378,3
114,Jagadamba Centre,Central,1,Rushikonda Beach,Rushikonda,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.72,83.31,17.784,83.3784,12
115,Jagadamba Centre,Central,1,Yarada Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.72,83.31,17.6618,83.2776,14
116,Jagadamba Centre,Central,1,Bheemunipatnam Beach,Bheemili Beach,32.5,20,3,118,177,1h 54min,25,12,415,519,2h 10min,50,14,505,631,1h 38min,Rapido Bike,₹118 / ₹415 / ₹505,https://rapido.bike,17.72,83.31,17.8899,83.4547,24
117,Jagadamba Centre,Central,1,Lawson's Bay Beach,Lawsons Bay,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.72,83.31,17.7393,83.3522,5
118,Jagadamba Centre,Central,1,Sagar Nagar Beach,,9.1,20,3,47,70,32 min,25,12,134,168,36 min,50,14,177,221,27 min,Rapido Bike,₹47 / ₹134 / ₹177,https://rapido.bike,17.72,83.31,17.7555,83.3637,7
119,Jagadamba Centre,Central,1,Gangavaram Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.72,83.31,17.6367,83.2267,16
120,Jagadamba Centre,Central,1,Appikonda Beach,,35.1,20,3,125,188,2h 3min,25,12,446,558,2h 20min,50,14,541,676,1h 45min,Rapido Bike,₹125 / ₹446 / ₹541,https://rapido.bike,17.72,83.31,17.9052,83.4694,27
121,Jagadamba Centre,Central,1,Mangamaripeta Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.72,83.31,17.8261,83.4112,17
122,Jagadamba Centre,Central,1,Jodugullapalem Beach,,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.72,83.31,17.856,83.434,20
123,Jagadamba Centre,Central,1,Mutyalammapalem Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.72,83.31,17.692,83.272,10
124,Jagadamba Centre,Central,1,Pudimadaka Beach,,70.2,20,3,231,346,4h 6min,25,12,867,1084,4h 41min,50,14,1033,1291,3h 31min,Rapido Bike,₹231 / ₹867 / ₹1033,https://rapido.bike,17.72,83.31,17.923,83.478,32
125,Jagadamba Centre,Central,1,Divis Beach,Divis Coastal Area,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.72,83.31,17.869,83.448,22
126,Jagadamba Centre,Central,1,Kapuluppada Beach,,27.3,20,3,102,153,1h 36min,25,12,353,441,1h 49min,50,14,432,540,1h 22min,Rapido Bike,₹102 / ₹353 / ₹432,https://rapido.bike,17.72,83.31,17.861,83.441,21
127,RTC Complex,Central,1.5,Ramakrishna Beach,RK Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.719,83.305,17.7231,83.3378,3
128,RTC Complex,Central,1.5,Rushikonda Beach,Rushikonda,13.7,20,3,61,92,48 min,25,12,189,236,55 min,50,14,242,302,41 min,Rapido Bike,₹61 / ₹189 / ₹242,https://rapido.bike,17.719,83.305,17.784,83.3784,12
129,RTC Complex,Central,1.5,Yarada Beach,,18.9,20,3,77,116,1h 6min,25,12,252,315,1h 16min,50,14,315,394,57 min,Rapido Bike,₹77 / ₹252 / ₹315,https://rapido.bike,17.719,83.305,17.6618,83.2776,14
130,RTC Complex,Central,1.5,Bheemunipatnam Beach,Bheemili Beach,31.9,20,3,116,174,1h 52min,25,12,408,510,2h 8min,50,14,497,621,1h 36min,Rapido Bike,₹116 / ₹408 / ₹497,https://rapido.bike,17.719,83.305,17.8899,83.4547,24
131,RTC Complex,Central,1.5,Lawson's Bay Beach,Lawsons Bay,3.2,20,3,30,45,11 min,25,12,63,79,13 min,50,14,95,119,10 min,Rapido Bike,₹30 / ₹63 / ₹95,https://rapido.bike,17.719,83.305,17.7393,83.3522,5
132,RTC Complex,Central,1.5,Sagar Nagar Beach,,8.5,20,3,46,69,30 min,25,12,127,159,34 min,50,14,169,211,26 min,Rapido Bike,₹46 / ₹127 / ₹169,https://rapido.bike,17.719,83.305,17.7555,83.3637,7
133,RTC Complex,Central,1.5,Gangavaram Beach,,13.7,20,3,61,92,48 min,25,12,189,236,55 min,50,14,242,302,41 min,Rapido Bike,₹61 / ₹189 / ₹242,https://rapido.bike,17.719,83.305,17.6367,83.2267,16
134,RTC Complex,Central,1.5,Appikonda Beach,,34.5,20,3,124,186,2h 1min,25,12,439,549,2h 18min,50,14,533,666,1h 44min,Rapido Bike,₹124 / ₹439 / ₹533,https://rapido.bike,17.719,83.305,17.9052,83.4694,27
135,RTC Complex,Central,1.5,Mangamaripeta Beach,,17.6,20,3,73,110,1h 2min,25,12,236,295,1h 10min,50,14,296,370,53 min,Rapido Bike,₹73 / ₹236 / ₹296,https://rapido.bike,17.719,83.305,17.8261,83.4112,17
136,RTC Complex,Central,1.5,Jodugullapalem Beach,,21.4,20,3,84,126,1h 15min,25,12,282,352,1h 26min,50,14,350,438,1h 4min,Rapido Bike,₹84 / ₹282 / ₹350,https://rapido.bike,17.719,83.305,17.856,83.434,20
137,RTC Complex,Central,1.5,Mutyalammapalem Beach,,4.5,20,3,34,51,16 min,25,12,79,99,18 min,50,14,113,141,14 min,Rapido Bike,₹34 / ₹79 / ₹113,https://rapido.bike,17.719,83.305,17.692,83.272,10
138,RTC Complex,Central,1.5,Pudimadaka Beach,,69.5,20,3,228,342,4h 3min,25,12,859,1074,4h 38min,50,14,1023,1279,3h 28min,Rapido Bike,₹228 / ₹859 / ₹1023,https://rapido.bike,17.719,83.305,17.923,83.478,32
139,RTC Complex,Central,1.5,Divis Beach,Divis Coastal Area,24.1,20,3,92,138,1h 24min,25,12,314,392,1h 36min,50,14,387,484,1h 12min,Rapido Bike,₹92 / ₹314 / ₹387,https://rapido.bike,17.719,83.305,17.869,83.448,22
140,RTC Complex,Central,1.5,Kapuluppada Beach,,26.7,20,3,100,150,1h 33min,25,12,345,431,1h 47min,50,14,424,530,1h 20min,Rapido Bike,₹100 / ₹345 / ₹424,https://rapido.bike,17.719,83.305,17.861,83.441,21
141,Railway Station,Central,2,Ramakrishna Beach,RK Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.7133,83.2985,17.7231,83.3378,3
142,Railway Station,Central,2,Rushikonda Beach,Rushikonda,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.7133,83.2985,17.784,83.3784,12
143,Railway Station,Central,2,Yarada Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.7133,83.2985,17.6618,83.2776,14
144,Railway Station,Central,2,Bheemunipatnam Beach,Bheemili Beach,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.7133,83.2985,17.8899,83.4547,24
145,Railway Station,Central,2,Lawson's Bay Beach,Lawsons Bay,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.7133,83.2985,17.7393,83.3522,5
146,Railway Station,Central,2,Sagar Nagar Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.7133,83.2985,17.7555,83.3637,7
147,Railway Station,Central,2,Gangavaram Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.7133,83.2985,17.6367,83.2267,16
148,Railway Station,Central,2,Appikonda Beach,,33.8,20,3,121,182,1h 58min,25,12,431,539,2h 15min,50,14,523,654,1h 41min,Rapido Bike,₹121 / ₹431 / ₹523,https://rapido.bike,17.7133,83.2985,17.9052,83.4694,27
149,Railway Station,Central,2,Mangamaripeta Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.7133,83.2985,17.8261,83.4112,17
150,Railway Station,Central,2,Jodugullapalem Beach,,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.7133,83.2985,17.856,83.434,20
151,Railway Station,Central,2,Mutyalammapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.7133,83.2985,17.692,83.272,10
152,Railway Station,Central,2,Pudimadaka Beach,,68.9,20,3,227,340,4h 1min,25,12,852,1065,4h 36min,50,14,1015,1269,3h 27min,Rapido Bike,₹227 / ₹852 / ₹1015,https://rapido.bike,17.7133,83.2985,17.923,83.478,32
153,Railway Station,Central,2,Divis Beach,Divis Coastal Area,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.7133,83.2985,17.869,83.448,22
154,Railway Station,Central,2,Kapuluppada Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.7133,83.2985,17.861,83.441,21
155,Siripuram,Central,3,Ramakrishna Beach,RK Beach,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.731,83.328,17.7231,83.3378,3
156,Siripuram,Central,3,Rushikonda Beach,Rushikonda,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.731,83.328,17.784,83.3784,12
157,Siripuram,Central,3,Yarada Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.731,83.328,17.6618,83.2776,14
158,Siripuram,Central,3,Bheemunipatnam Beach,Bheemili Beach,29.9,20,3,110,165,1h 45min,25,12,384,480,2h 0min,50,14,469,586,1h 30min,Rapido Bike,₹110 / ₹384 / ₹469,https://rapido.bike,17.731,83.328,17.8899,83.4547,24
159,Siripuram,Central,3,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.731,83.328,17.7393,83.3522,5
160,Siripuram,Central,3,Sagar Nagar Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.731,83.328,17.7555,83.3637,7
161,Siripuram,Central,3,Gangavaram Beach,,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.731,83.328,17.6367,83.2267,16
162,Siripuram,Central,3,Appikonda Beach,,32.5,20,3,118,177,1h 54min,25,12,415,519,2h 10min,50,14,505,631,1h 38min,Rapido Bike,₹118 / ₹415 / ₹505,https://rapido.bike,17.731,83.328,17.9052,83.4694,27
163,Siripuram,Central,3,Mangamaripeta Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.731,83.328,17.8261,83.4112,17
164,Siripuram,Central,3,Jodugullapalem Beach,,19.5,20,3,78,117,1h 8min,25,12,259,324,1h 18min,50,14,323,404,58 min,Rapido Bike,₹78 / ₹259 / ₹323,https://rapido.bike,17.731,83.328,17.856,83.434,20
165,Siripuram,Central,3,Mutyalammapalem Beach,,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.731,83.328,17.692,83.272,10
166,Siripuram,Central,3,Pudimadaka Beach,,67.6,20,3,223,334,3h 57min,25,12,836,1045,4h 30min,50,14,996,1245,3h 23min,Rapido Bike,₹223 / ₹836 / ₹996,https://rapido.bike,17.731,83.328,17.923,83.478,32
167,Siripuram,Central,3,Divis Beach,Divis Coastal Area,22.1,20,3,86,129,1h 17min,25,12,290,362,1h 28min,50,14,359,449,1h 6min,Rapido Bike,₹86 / ₹290 / ₹359,https://rapido.bike,17.731,83.328,17.869,83.448,22
168,Siripuram,Central,3,Kapuluppada Beach,,24.7,20,3,94,141,1h 26min,25,12,321,401,1h 39min,50,14,396,495,1h 14min,Rapido Bike,₹94 / ₹321 / ₹396,https://rapido.bike,17.731,83.328,17.861,83.441,21
169,Pedawaltair,Central,4,Ramakrishna Beach,RK Beach,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.737,83.338,17.7231,83.3378,3
170,Pedawaltair,Central,4,Rushikonda Beach,Rushikonda,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.737,83.338,17.784,83.3784,12
171,Pedawaltair,Central,4,Yarada Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.737,83.338,17.6618,83.2776,14
172,Pedawaltair,Central,4,Bheemunipatnam Beach,Bheemili Beach,28.6,20,3,106,159,1h 40min,25,12,368,460,1h 54min,50,14,450,562,1h 26min,Rapido Bike,₹106 / ₹368 / ₹450,https://rapido.bike,17.737,83.338,17.8899,83.4547,24
173,Pedawaltair,Central,4,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.737,83.338,17.7393,83.3522,5
174,Pedawaltair,Central,4,Sagar Nagar Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.737,83.338,17.7555,83.3637,7
175,Pedawaltair,Central,4,Gangavaram Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.737,83.338,17.6367,83.2267,16
176,Pedawaltair,Central,4,Appikonda Beach,,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.737,83.338,17.9052,83.4694,27
177,Pedawaltair,Central,4,Mangamaripeta Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.737,83.338,17.8261,83.4112,17
178,Pedawaltair,Central,4,Jodugullapalem Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.737,83.338,17.856,83.434,20
179,Pedawaltair,Central,4,Mutyalammapalem Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.737,83.338,17.692,83.272,10
180,Pedawaltair,Central,4,Pudimadaka Beach,,66.3,20,3,219,328,3h 52min,25,12,821,1026,4h 25min,50,14,978,1222,3h 19min,Rapido Bike,₹219 / ₹821 / ₹978,https://rapido.bike,17.737,83.338,17.923,83.478,32
181,Pedawaltair,Central,4,Divis Beach,Divis Coastal Area,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.737,83.338,17.869,83.448,22
182,Pedawaltair,Central,4,Kapuluppada Beach,,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.737,83.338,17.861,83.441,21
183,Seethammadhara,East,4,Ramakrishna Beach,RK Beach,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.734,83.315,17.7231,83.3378,3
184,Seethammadhara,East,4,Rushikonda Beach,Rushikonda,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.734,83.315,17.784,83.3784,12
185,Seethammadhara,East,4,Yarada Beach,,15.6,20,3,67,100,55 min,25,12,212,265,1h 2min,50,14,268,335,47 min,Rapido Bike,₹67 / ₹212 / ₹268,https://rapido.bike,17.734,83.315,17.6618,83.2776,14
186,Seethammadhara,East,4,Bheemunipatnam Beach,Bheemili Beach,28.6,20,3,106,159,1h 40min,25,12,368,460,1h 54min,50,14,450,562,1h 26min,Rapido Bike,₹106 / ₹368 / ₹450,https://rapido.bike,17.734,83.315,17.8899,83.4547,24
187,Seethammadhara,East,4,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.734,83.315,17.7393,83.3522,5
188,Seethammadhara,East,4,Sagar Nagar Beach,,5.2,20,3,36,54,18 min,25,12,87,109,21 min,50,14,123,154,16 min,Rapido Bike,₹36 / ₹87 / ₹123,https://rapido.bike,17.734,83.315,17.7555,83.3637,7
189,Seethammadhara,East,4,Gangavaram Beach,,10.4,20,3,51,76,36 min,25,12,150,188,42 min,50,14,196,245,31 min,Rapido Bike,₹51 / ₹150 / ₹196,https://rapido.bike,17.734,83.315,17.6367,83.2267,16
190,Seethammadhara,East,4,Appikonda Beach,,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.734,83.315,17.9052,83.4694,27
191,Seethammadhara,East,4,Mangamaripeta Beach,,14.3,20,3,63,94,50 min,25,12,197,246,57 min,50,14,250,312,43 min,Rapido Bike,₹63 / ₹197 / ₹250,https://rapido.bike,17.734,83.315,17.8261,83.4112,17
192,Seethammadhara,East,4,Jodugullapalem Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.734,83.315,17.856,83.434,20
193,Seethammadhara,East,4,Mutyalammapalem Beach,,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.734,83.315,17.692,83.272,10
194,Seethammadhara,East,4,Pudimadaka Beach,,66.3,20,3,219,328,3h 52min,25,12,821,1026,4h 25min,50,14,978,1222,3h 19min,Rapido Bike,₹219 / ₹821 / ₹978,https://rapido.bike,17.734,83.315,17.923,83.478,32
195,Seethammadhara,East,4,Divis Beach,Divis Coastal Area,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.734,83.315,17.869,83.448,22
196,Seethammadhara,East,4,Kapuluppada Beach,,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.734,83.315,17.861,83.441,21
197,Asilmetta,Central,2,Ramakrishna Beach,RK Beach,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.726,83.313,17.7231,83.3378,3
198,Asilmetta,Central,2,Rushikonda Beach,Rushikonda,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.726,83.313,17.784,83.3784,12
199,Asilmetta,Central,2,Yarada Beach,,18.2,20,3,75,112,1h 4min,25,12,243,304,1h 13min,50,14,305,381,55 min,Rapido Bike,₹75 / ₹243 / ₹305,https://rapido.bike,17.726,83.313,17.6618,83.2776,14
200,Asilmetta,Central,2,Bheemunipatnam Beach,Bheemili Beach,31.2,20,3,114,171,1h 49min,25,12,399,499,2h 5min,50,14,487,609,1h 34min,Rapido Bike,₹114 / ₹399 / ₹487,https://rapido.bike,17.726,83.313,17.8899,83.4547,24
201,Asilmetta,Central,2,Lawson's Bay Beach,Lawsons Bay,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.726,83.313,17.7393,83.3522,5
202,Asilmetta,Central,2,Sagar Nagar Beach,,7.8,20,3,43,64,27 min,25,12,119,149,31 min,50,14,159,199,23 min,Rapido Bike,₹43 / ₹119 / ₹159,https://rapido.bike,17.726,83.313,17.7555,83.3637,7
203,Asilmetta,Central,2,Gangavaram Beach,,13,20,3,59,88,46 min,25,12,181,226,52 min,50,14,232,290,39 min,Rapido Bike,₹59 / ₹181 / ₹232,https://rapido.bike,17.726,83.313,17.6367,83.2267,16
204,Asilmetta,Central,2,Appikonda Beach,,33.8,20,3,121,182,1h 58min,25,12,431,539,2h 15min,50,14,523,654,1h 41min,Rapido Bike,₹121 / ₹431 / ₹523,https://rapido.bike,17.726,83.313,17.9052,83.4694,27
205,Asilmetta,Central,2,Mangamaripeta Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.726,83.313,17.8261,83.4112,17
206,Asilmetta,Central,2,Jodugullapalem Beach,,20.8,20,3,82,123,1h 13min,25,12,275,344,1h 23min,50,14,341,426,1h 2min,Rapido Bike,₹82 / ₹275 / ₹341,https://rapido.bike,17.726,83.313,17.856,83.434,20
207,Asilmetta,Central,2,Mutyalammapalem Beach,,3.9,20,3,32,48,14 min,25,12,72,90,16 min,50,14,105,131,12 min,Rapido Bike,₹32 / ₹72 / ₹105,https://rapido.bike,17.726,83.313,17.692,83.272,10
208,Asilmetta,Central,2,Pudimadaka Beach,,68.9,20,3,227,340,4h 1min,25,12,852,1065,4h 36min,50,14,1015,1269,3h 27min,Rapido Bike,₹227 / ₹852 / ₹1015,https://rapido.bike,17.726,83.313,17.923,83.478,32
209,Asilmetta,Central,2,Divis Beach,Divis Coastal Area,23.4,20,3,90,135,1h 22min,25,12,306,382,1h 34min,50,14,378,472,1h 10min,Rapido Bike,₹90 / ₹306 / ₹378,https://rapido.bike,17.726,83.313,17.869,83.448,22
210,Asilmetta,Central,2,Kapuluppada Beach,,26,20,3,98,147,1h 31min,25,12,337,421,1h 44min,50,14,414,518,1h 18min,Rapido Bike,₹98 / ₹337 / ₹414,https://rapido.bike,17.726,83.313,17.861,83.441,21
211,Old Town,South,3,Ramakrishna Beach,RK Beach,2.6,20,3,28,42,9 min,25,12,56,70,10 min,50,14,86,108,8 min,Rapido Bike,₹28 / ₹56 / ₹86,https://rapido.bike,17.705,83.302,17.7231,83.3378,3
212,Old Town,South,3,Rushikonda Beach,Rushikonda,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.705,83.302,17.784,83.3784,12
213,Old Town,South,3,Yarada Beach,,16.9,20,3,71,106,59 min,25,12,228,285,1h 8min,50,14,287,359,51 min,Rapido Bike,₹71 / ₹228 / ₹287,https://rapido.bike,17.705,83.302,17.6618,83.2776,14
214,Old Town,South,3,Bheemunipatnam Beach,Bheemili Beach,29.9,20,3,110,165,1h 45min,25,12,384,480,2h 0min,50,14,469,586,1h 30min,Rapido Bike,₹110 / ₹384 / ₹469,https://rapido.bike,17.705,83.302,17.8899,83.4547,24
215,Old Town,South,3,Lawson's Bay Beach,Lawsons Bay,2,20,3,26,39,8 min,25,12,49,61,10 min,50,14,78,98,8 min,Rapido Bike,₹26 / ₹49 / ₹78,https://rapido.bike,17.705,83.302,17.7393,83.3522,5
216,Old Town,South,3,Sagar Nagar Beach,,6.5,20,3,40,60,23 min,25,12,103,129,26 min,50,14,141,176,20 min,Rapido Bike,₹40 / ₹103 / ₹141,https://rapido.bike,17.705,83.302,17.7555,83.3637,7
217,Old Town,South,3,Gangavaram Beach,,11.7,20,3,55,82,41 min,25,12,165,206,47 min,50,14,214,268,35 min,Rapido Bike,₹55 / ₹165 / ₹214,https://rapido.bike,17.705,83.302,17.6367,83.2267,16
218,Old Town,South,3,Appikonda Beach,,32.5,20,3,118,177,1h 54min,25,12,415,519,2h 10min,50,14,505,631,1h 38min,Rapido Bike,₹118 / ₹415 / ₹505,https://rapido.bike,17.705,83.302,17.9052,83.4694,27
