"route_id,source_area,theater_name,theater_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,movie_crowd_friendly,description"
"605,MVP Colony,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from MVP Colony Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"606,Siripuram,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar â†’ Jagadamba,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 900H from Siripuram Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"607,Dwaraka Nagar,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,902H,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta â†’ RK Beach,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 902H from Dwaraka Nagar Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"608,Maddilapalem,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,211H,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 211H from Maddilapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"609,NAD Junction,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,400H,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,10,33 mins,15,05:30,22:30,20,0.3,Yes,Board bus 400H from NAD Junction Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"610,Seethammadhara,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,213H,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 213H from Seethammadhara Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"611,Jagadamba,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,905H,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 905H from Jagadamba Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"612,Asilmetta,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,907H,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,17,56 mins,30,05:30,22:30,20,0.3,Yes,Board bus 907H from Asilmetta Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"613,Railway Station,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,909H,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 909H from Railway Station Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"614,RTC Complex,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,100H,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 100H from RTC Complex Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"615,Airport,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 500H from Airport Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"616,Pendurthi,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,320H,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,32,106 mins,55,05:30,21:30,25,0.3,Limited,Board bus 320H from Pendurthi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"617,Gopalapatnam,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,310H,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,24,80 mins,40,05:30,21:30,25,0.3,Yes,Board bus 310H from Gopalapatnam Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"618,Kurmannapalem,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,330H,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,26,86 mins,45,05:30,21:30,25,0.3,Limited,Board bus 330H from Kurmannapalem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"619,Auto Nagar,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,402H,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,11,36 mins,15,05:30,22:30,20,0.3,Yes,Board bus 402H from Auto Nagar Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"620,Steel Plant,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,4,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Steel Plant Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 15 mins; extra frequency during evening show times."
"621,Scindia,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,350H,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,Board bus 350H from Scindia Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 15 mins; extra frequency during evening show times."
"622,One Town,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,101H,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 101H from One Town Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"623,Poorna Market,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,103H,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,14,46 mins,25,05:30,22:30,20,0.3,Yes,Board bus 103H from Poorna Market Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 20 mins; extra frequency during evening show times."
"624,RK Beach,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 900H from RK Beach Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"625,Rushikonda,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,219H,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 219H from Rushikonda Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"626,Lawson's Bay,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,901H,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,22,73 mins,35,05:30,21:30,25,0.3,Yes,Board bus 901H from Lawson's Bay Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"627,Hanumanthuwaka,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from Hanumanthuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"628,Arilova,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,28,93 mins,50,05:30,21:30,25,0.3,Limited,Board bus 218H from Arilova Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"629,Beach Road,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,900H,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,19,63 mins,30,05:30,22:30,25,0.3,Yes,Board bus 900H from Beach Road Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"630,Kailasagiri,Ramadevi Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,802H,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,23,76 mins,40,05:30,21:30,25,0.3,Yes,Board bus 802H from Kailasagiri Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Ramadevi Theatre. Buses run every 25 mins; extra frequency during evening show times."
"631,Gajuwaka,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,28J,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 28J from Gajuwaka Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"632,Kommadi,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,500J,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 500J from Kommadi Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 25 mins; extra frequency during evening show times."
"633,Madhurawada,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,218J,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM Jn â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,18,60 mins,30,05:30,22:30,25,0.3,Yes,Board bus 218J from Madhurawada Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 25 mins; extra frequency during evening show times."
"634,PM Palem,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,299J,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,Board bus 299J from PM Palem Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"635,MVP Colony,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,215J,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,9,30 mins,15,05:30,22:30,15,0.3,Yes,Board bus 215J from MVP Colony Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"636,Siripuram,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,900J,APSRTC City Ordinary,Siripuram Jn â†’ VIP Rd â†’ RTC Complex â†’ Dwaraka Nagar â†’ Jagadamba,5,16 mins,10,05:30,22:30,15,0.3,Yes,Board bus 900J from Siripuram Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"637,Dwaraka Nagar,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,902J,APSRTC City Ordinary,Dwaraka Nagar â†’ Siripuram â†’ Jagadamba â†’ Maharanipeta â†’ RK Beach,5,16 mins,10,05:30,22:30,15,0.3,Yes,Board bus 902J from Dwaraka Nagar Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"638,Maddilapalem,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,211J,APSRTC City Ordinary,Maddilapalem â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,8,26 mins,10,05:30,22:30,15,0.3,Yes,Board bus 211J from Maddilapalem Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"639,NAD Junction,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,400J,APSRTC City Ordinary,NAD Jn â†’ Maddilapalem â†’ Seethammadhara â†’ Siripuram â†’ Jagadamba,13,43 mins,20,05:30,22:30,20,0.3,Yes,Board bus 400J from NAD Junction Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"640,Seethammadhara,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,213J,APSRTC City Ordinary,Seethammadhara â†’ Maddilapalem â†’ MVP Colony â†’ Siripuram â†’ Jagadamba,7,23 mins,10,05:30,22:30,15,0.3,Yes,Board bus 213J from Seethammadhara Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"641,Jagadamba,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,905J,APSRTC City Ordinary,Jagadamba Jn â†’ Asilmetta â†’ Siripuram â†’ Dwaraka Nagar â†’ Waltair,3,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 905J from Jagadamba Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"642,Asilmetta,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,907J,APSRTC City Ordinary,Asilmetta â†’ Jagadamba â†’ Siripuram â†’ Maharanipeta â†’ RK Beach,4,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 907J from Asilmetta Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"643,Railway Station,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,909J,APSRTC City Ordinary,Railway Station â†’ RTC Complex â†’ Dwaraka Nagar â†’ Siripuram â†’ Jagadamba,3,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 909J from Railway Station Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"644,RTC Complex,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,100J,APSRTC City Ordinary,RTC Complex â†’ Siripuram â†’ Dwaraka Nagar â†’ Jagadamba â†’ Waltair,3,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 100J from RTC Complex Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"645,Airport,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,500J,APSRTC City Ordinary,Airport â†’ Kommadi â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,13,43 mins,20,05:30,22:30,20,0.3,Yes,Board bus 500J from Airport Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"646,Pendurthi,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,320J,APSRTC City Ordinary,Pendurthi â†’ Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony,23,76 mins,40,05:30,21:30,25,0.3,Yes,Board bus 320J from Pendurthi Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 25 mins; extra frequency during evening show times."
"647,Gopalapatnam,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,310J,APSRTC City Ordinary,Gopalapatnam â†’ Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,16,53 mins,25,05:30,22:30,20,0.3,Yes,Board bus 310J from Gopalapatnam Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"648,Kurmannapalem,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,330J,APSRTC City Ordinary,Kurmannapalem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,18,60 mins,30,05:30,22:30,25,0.3,Yes,Board bus 330J from Kurmannapalem Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 25 mins; extra frequency during evening show times."
"649,Auto Nagar,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,402J,APSRTC City Ordinary,Auto Nagar â†’ NAD Jn â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,12,40 mins,20,05:30,22:30,20,0.3,Yes,Board bus 402J from Auto Nagar Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"650,Steel Plant,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,28J,APSRTC City Ordinary,Steel Plant â†’ Gajuwaka â†’ Ukkunagaram â†’ Daba Garden â†’ Siripuram â†’ Jagadamba,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 28J from Steel Plant Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"651,Scindia,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,350J,APSRTC City Ordinary,Scindia â†’ One Town â†’ Poorna Market â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,Board bus 350J from Scindia Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"652,One Town,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,101J,APSRTC City Ordinary,One Town â†’ Poorna Market â†’ Jagadamba â†’ Asilmetta â†’ Siripuram,2,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 101J from One Town Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"653,Poorna Market,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,103J,APSRTC City Ordinary,Poorna Market â†’ One Town â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,1,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 103J from Poorna Market Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"654,RK Beach,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,900J,APSRTC City Ordinary,RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram â†’ Dwaraka Nagar,5,16 mins,10,05:30,22:30,15,0.3,Yes,Board bus 900J from RK Beach Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"655,Rushikonda,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,219J,APSRTC City Ordinary,Rushikonda â†’ Lawson's Bay â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,11,36 mins,15,05:30,22:30,20,0.3,Yes,Board bus 219J from Rushikonda Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"656,Lawson's Bay,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,901J,APSRTC City Ordinary,Lawson's Bay â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,8,26 mins,10,05:30,22:30,15,0.3,Yes,Board bus 901J from Lawson's Bay Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"657,Hanumanthuwaka,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,215J,APSRTC City Ordinary,Hanumanthuwaka â†’ Seethammadhara â†’ MVP Colony â†’ Maddilapalem â†’ Siripuram,9,30 mins,15,05:30,22:30,15,0.3,Yes,Board bus 215J from Hanumanthuwaka Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"658,Arilova,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,218J,APSRTC City Ordinary,Arilova â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,21,70 mins,35,05:30,21:30,25,0.3,Yes,Board bus 218J from Arilova Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 25 mins; extra frequency during evening show times."
"659,Beach Road,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,900J,APSRTC City Ordinary,Beach Road â†’ RK Beach â†’ Maharanipeta â†’ Jagadamba â†’ Siripuram,5,16 mins,10,05:30,22:30,15,0.3,Yes,Board bus 900J from Beach Road Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 15 mins; extra frequency during evening show times."
"660,Kailasagiri,Durga Theatre,Visakhapatnam City,RTC Complex Bus Stop,802J,APSRTC City Ordinary,Kailasagiri â†’ Beach Rd â†’ RK Beach â†’ Jagadamba â†’ Siripuram,10,33 mins,15,05:30,22:30,20,0.3,Yes,Board bus 802J from Kailasagiri Bus Stop towards Visakhapatnam City. Alight at RTC Complex Bus Stop and walk 0.3km to Durga Theatre. Buses run every 20 mins; extra frequency during evening show times."
"661,Gajuwaka,Srinivasa Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,28H,APSRTC City Ordinary,Gajuwaka X Rd â†’ Ukkunagaram â†’ Steel Plant Gate â†’ Daba Garden â†’ Siripuram â†’ RTC Complex,1,15 mins,10,05:30,22:30,15,0.3,Yes,Board bus 28H from Gajuwaka Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Theatre. Buses run every 15 mins; extra frequency during evening show times."
"662,Kommadi,Srinivasa Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,500H,APSRTC City Ordinary,Kommadi Jn â†’ Madhurawada â†’ Bheemunipatnam Rd â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,27,90 mins,45,05:30,21:30,25,0.3,Limited,Board bus 500H from Kommadi Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Theatre. Buses run every 25 mins; extra frequency during evening show times."
"663,Madhurawada,Srinivasa Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,218H,APSRTC City Ordinary,Madhurawada â†’ Kommadi â†’ GITAM Jn â†’ Rushikonda â†’ Seethammadhara â†’ MVP Colony,25,83 mins,45,05:30,21:30,25,0.3,Yes,Board bus 218H from Madhurawada Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Theatre. Buses run every 25 mins; extra frequency during evening show times."
"664,PM Palem,Srinivasa Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,299H,APSRTC City Ordinary,PM Palem â†’ Madhurawada â†’ Seethammadhara â†’ MVP Colony â†’ Siripuram,15,50 mins,25,05:30,22:30,20,0.3,Yes,Board bus 299H from PM Palem Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Theatre. Buses run every 20 mins; extra frequency during evening show times."
"665,MVP Colony,Srinivasa Theatre,Gajuwaka,Gajuwaka X Road Bus Stop,215H,APSRTC City Ordinary,MVP Colony Sector 7 â†’ Seethammadhara â†’ Maddilapalem â†’ Siripuram â†’ Jagadamba,20,66 mins,35,05:30,22:30,25,0.3,Yes,Board bus 215H from MVP Colony Bus Stop towards Gajuwaka. Alight at Gajuwaka X Road Bus Stop and walk 0.3km to Srinivasa Theatre. Buses run every 25 mins; extra frequency during evening show times."
