route_id,source_area,cafe_name,cafe_area,nearest_bus_stop,bus_number,bus_type,major_stops,distance_km,estimated_duration,ticket_price,first_bus,last_bus,frequency_minutes,walking_distance_from_stop_km,tourist_friendly,description
RTE00979,Auto Nagar,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Auto Nagar, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Nowroji Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00980,Steel Plant,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Nowroji Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00981,Scindia,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Scindia, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Nowroji Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00982,One Town,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,300/300C/301/28,City Ordinary,"One Town, RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00983,Poorna Market,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,300/300C/301/28,City Ordinary,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Asilmetta",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00984,RK Beach,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,300/999/28B,City Ordinary,"RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00985,Rushikonda,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00986,Lawson's Bay,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,300/999/28B,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00987,Hanumanthuwaka,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Hanumanthuwaka, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Nowroji Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00988,Arilova,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,52/52V/52C/500,City Ordinary,"Arilova, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE00989,Beach Road,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,300/999/28B,City Ordinary,"Beach Road, RK Beach, Siripuram, Jagadamba, RTC Complex",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE00990,Kailasagiri,Honey The tea life & fruit juices,Jagadamba,Nowroji Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Kailasagiri, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00991,Gajuwaka,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE00992,Kommadi,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Kommadi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00993,Madhurawada,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE00994,PM Palem,The Resto,Waltair,Waltair Main Road Bus Stop,52/52V/52C/500,City Ordinary,"PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Waltair Main Road Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE00995,MVP Colony,The Resto,Waltair,Waltair Main Road Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00996,Siripuram,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE00997,Dwaraka Nagar,The Resto,Waltair,Waltair Main Road Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00998,Maddilapalem,The Resto,Waltair,Waltair Main Road Bus Stop,300/300D/52D/400,City Ordinary,"Maddilapalem, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE00999,NAD Junction,The Resto,Waltair,Waltair Main Road Bus Stop,52/52V/52C/500,City Ordinary,"NAD Junction, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Waltair Main Road Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE01000,Seethammadhara,The Resto,Waltair,Waltair Main Road Bus Stop,300/300D/52D/400,City Ordinary,"Seethammadhara, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE01001,Jagadamba,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01002,Asilmetta,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01003,Railway Station,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"Railway Station, RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01004,RTC Complex,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01005,Airport,The Resto,Waltair,Waltair Main Road Bus Stop,38A/500A/Airport Special,Semi-Deluxe/PSCV,"Airport, Kommadi, PM Palem, NAD Jn, RTC Complex, Jagadamba, Waltair Main Road Bus Stop",22,50-60 mins,â‚¹35,5:00 AM,9:30 PM,30,0.4,Yes,APSRTC airport express service from Vizag Airport to city center via NAD Junction.
RTE01006,Pendurthi,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Pendurthi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01007,Gopalapatnam,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Gopalapatnam, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01008,Kurmannapalem,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Kurmannapalem, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01009,Auto Nagar,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Auto Nagar, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01010,Steel Plant,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01011,Scindia,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Scindia, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01012,One Town,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"One Town, RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01013,Poorna Market,The Resto,Waltair,Waltair Main Road Bus Stop,300/300C/301/28,City Ordinary,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Asilmetta, Waltair Main Road Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01014,RK Beach,The Resto,Waltair,Waltair Main Road Bus Stop,300/999/28B,City Ordinary,"RK Beach, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01015,Rushikonda,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01016,Lawson's Bay,The Resto,Waltair,Waltair Main Road Bus Stop,300/999/28B,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01017,Hanumanthuwaka,The Resto,Waltair,Waltair Main Road Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Hanumanthuwaka, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Waltair Main Road Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01018,Arilova,The Resto,Waltair,Waltair Main Road Bus Stop,52/52V/52C/500,City Ordinary,"Arilova, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Waltair Main Road Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE01019,Beach Road,The Resto,Waltair,Waltair Main Road Bus Stop,300/999/28B,City Ordinary,"Beach Road, RK Beach, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01020,Kailasagiri,The Resto,Waltair,Waltair Main Road Bus Stop,99/99E/217/300,City Ordinary/Express,"Kailasagiri, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Waltair Main Road Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01021,Gajuwaka,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01022,Kommadi,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Kommadi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01023,Madhurawada,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01024,PM Palem,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,52/52V/52C/500,City Ordinary,"PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Daba Gardens Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE01025,MVP Colony,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE01026,Siripuram,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01027,Dwaraka Nagar,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300D/52D/400,City Ordinary,"Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE01028,Maddilapalem,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300D/52D/400,City Ordinary,"Maddilapalem, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE01029,NAD Junction,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,52/52V/52C/500,City Ordinary,"NAD Junction, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Daba Gardens Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE01030,Seethammadhara,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300D/52D/400,City Ordinary,"Seethammadhara, Dwaraka Nagar/MVP Colony, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",6,18-25 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC city bus from Dwaraka Nagar/MVP Colony area to city center.
RTE01031,Jagadamba,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01032,Asilmetta,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01033,Railway Station,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"Railway Station, RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01034,RTC Complex,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01035,Airport,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,38A/500A/Airport Special,Semi-Deluxe/PSCV,"Airport, Kommadi, PM Palem, NAD Jn, RTC Complex, Jagadamba, Daba Gardens Bus Stop",22,50-60 mins,â‚¹35,5:00 AM,9:30 PM,30,0.4,Yes,APSRTC airport express service from Vizag Airport to city center via NAD Junction.
RTE01036,Pendurthi,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Pendurthi, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01037,Gopalapatnam,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Gopalapatnam, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01038,Kurmannapalem,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Kurmannapalem, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01039,Auto Nagar,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Auto Nagar, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01040,Steel Plant,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01041,Scindia,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Scindia, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01042,One Town,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"One Town, RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01043,Poorna Market,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/300C/301/28,City Ordinary,"Poorna Market, RTC Complex, Jagadamba, Siripuram, Asilmetta, Daba Gardens Bus Stop",4,15-20 mins,â‚¹12,5:00 AM,11:00 PM,10,0.3,Yes,Frequent city bus within central Vizag area. Easy connectivity between major junctions.
RTE01044,RK Beach,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/999/28B,City Ordinary,"RK Beach, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01045,Rushikonda,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
RTE01046,Lawson's Bay,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/999/28B,City Ordinary,"Lawson's Bay, RK Beach, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01047,Hanumanthuwaka,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,28V/28G/28C/400,City Ordinary/Express,"Hanumanthuwaka, Gajuwaka Jn, Steel Plant Gate, NAD Jn, Gopalapatnam, RTC Complex, Daba Gardens Bus Stop",18,45-55 mins,â‚¹25,5:00 AM,10:30 PM,10,0.4,Yes,"APSRTC city express from Gajuwaka via Steel Plant, NAD Junction to city center. Frequent service."
RTE01048,Arilova,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,52/52V/52C/500,City Ordinary,"Arilova, PM Palem/NAD Jn, Gopalapatnam, Old Town, RTC Complex, Jagadamba, Daba Gardens Bus Stop",16,40-50 mins,â‚¹20,5:00 AM,10:30 PM,15,0.4,Yes,APSRTC city bus from PM Palem/NAD area through Old Town to city center.
RTE01049,Beach Road,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,300/999/28B,City Ordinary,"Beach Road, RK Beach, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",7,20-25 mins,â‚¹15,5:00 AM,11:00 PM,10,0.3,Yes,Frequent APSRTC bus from RK Beach/Beach Road to city center.
RTE01050,Kailasagiri,Divya Sri Chai Cafe,Daba Gardens,Daba Gardens Bus Stop,99/99E/217/300,City Ordinary/Express,"Kailasagiri, Rushikonda/Madhurawada, Beach Road, Lawson's Bay, Siripuram, Jagadamba, RTC Complex, Daba Gardens Bus Stop",20,50-60 mins,â‚¹25,5:30 AM,10:00 PM,20,0.4,Yes,APSRTC city bus from northern coastal suburbs via Beach Road to city center.
